frequency
1,0.00285558879521349
2,0.00163176502583628
3,0.00231166711993473
4,0.00571117759042698
5,0.0431057927658417
6,0.00462333423986946
7,0.0103345118302964
8,0.00938264889855861
9,0.0142779439760674
10,0.0182213761218385
11,0.00285558879521349
12,0.00067990209409845
13,0.494016861571934
14,0.00979059015501768
15,0.00067990209409845
16,0.00190372586347566
17,0.0459613815610552
18,0.0149578460701659
19,0.0266521620886592
20,0.00299156921403318
21,0.00897470764209954
22,0.0198531411476747
23,0.00190372586347566
24,0.00149578460701659
25,0.119254827304868
26,0.00720696219744357
27,0.0881153113951591
28,0.0131901006255099
29,0.0261082404133805
30,0.00095186293173783
