frequency
1,0.0441491641663095
2,0.0411487355336477
3,0.0338619802828976
4,0.0125732247463923
5,0.0042863266180883
6,0.00042863266180883
7,0.0114302043149021
8,0.0171453064723532
9,0.00285755107872553
10,0.0171453064723532
11,0.00285755107872553
12,0.00085726532361766
13,0.00228604086298043
14,0.00471495927989713
15,0.0487212458922703
16,0.0452921845977997
17,0.0330047149592799
18,0.0488641234462066
19,0.02686098014002
20,0.00328618374053436
21,0.00957279611373053
22,0.0882983283326189
23,0.00300042863266181
24,0.018574082011716
25,0.218459779968567
26,0.058865552221746
27,0.0352907558222603
28,0.0241463066152307
29,0.000142877553936277
30,0.115016430918703
